InvoiceNo,InvoiceDate,StockCode,Quantity
564221,2017-09-23,22278,1
564221,2017-09-23,22300,1
564221,2017-09-23,22309,1
564221,2017-09-23,15056,3
564221,2017-09-23,15056,2
564221,2017-09-23,20655,2
564221,2017-09-23,20674,1
564221,2017-09-23,20676,1
564221,2017-09-23,20679,1
564221,2017-09-23,20685,1
564221,2017-09-23,20711,1
564221,2017-09-23,20712,1
564221,2017-09-23,20713,5
564221,2017-09-23,20718,1
564221,2017-09-23,20750,27
564221,2017-09-23,20828,1
564222,2017-09-23,22252,1
564223,2017-09-23,22083,1
564223,2017-09-23,22176,1
564223,2017-09-23,22175,1
564223,2017-09-23,21216,4
564223,2017-09-23,21080,2
564223,2017-09-23,21535,5
564223,2017-09-23,21531,1
564223,2017-09-23,21042,1
564223,2017-09-23,22309,1
564223,2017-09-23,21907,1
564223,2017-09-23,21116,1
564224,2017-09-23,21485,2
564224,2017-09-23,22112,1
564224,2017-09-23,22086,5
564226,2017-09-23,21080,1
564226,2017-09-23,22139,1
564226,2017-09-23,21535,2
564226,2017-09-23,21533,1
564226,2017-09-23,21232,1
564226,2017-09-23,22059,1
564227,2017-09-23,21539,1
564227,2017-09-23,20728,1
564227,2017-09-23,21216,1
564227,2017-09-23,21535,1
564227,2017-09-23,21871,1
564227,2017-09-23,22210,15
564227,2017-09-23,22209,1
564228,2017-09-23,21891,2
564230,2017-09-23,20675,1
564230,2017-09-23,20677,21
564230,2017-09-23,20719,1
564230,2017-09-23,20723,1
564230,2017-09-23,20724,1
564230,2017-09-23,20725,1
564230,2017-09-23,20726,1
564230,2017-09-23,20727,2
564230,2017-09-23,20728,18
564230,2017-09-23,20961,1
564230,2017-09-23,20966,1
564230,2017-09-23,21041,1
564230,2017-09-23,21154,1
564230,2017-09-23,21155,1
564230,2017-09-23,21212,1
564230,2017-09-23,21213,1
564230,2017-09-23,21232,1
564230,2017-09-23,21238,1
564230,2017-09-23,21239,2
564230,2017-09-23,21240,1
564230,2017-09-23,21243,1
564230,2017-09-23,21244,1
564230,2017-09-23,21452,1
564230,2017-09-23,21484,1
564230,2017-09-23,21668,1
564230,2017-09-23,21670,1
564230,2017-09-23,21671,2
564230,2017-09-23,21672,50
564230,2017-09-23,21714,2
564230,2017-09-23,22041,1
564230,2017-09-23,22041,1
564230,2017-09-23,22079,20
564230,2017-09-23,22110,1
564230,2017-09-23,22111,1
564230,2017-09-23,22112,1
564230,2017-09-23,22174,3
564230,2017-09-23,22197,2
564231,2017-09-23,20828,1
564231,2017-09-23,22067,2
564231,2017-09-23,21216,2
564246,2017-09-23,20727,1
564246,2017-09-23,20712,2
564246,2017-09-23,20713,1
564246,2017-09-23,20711,1
564246,2017-09-23,21524,6
564248,2017-09-23,21733,1
564248,2017-09-23,20676,2
564248,2017-09-23,20685,1
564256,2017-09-23,22059,1
564256,2017-09-23,21232,4
564256,2017-09-23,21231,2
564256,2017-09-23,22064,1
564256,2017-09-23,21877,1
564256,2017-09-23,21874,6
564256,2017-09-23,20677,1
564256,2017-09-23,21154,25
564256,2017-09-23,21977,1
564256,2017-09-23,21976,2
564256,2017-09-23,21212,1
564256,2017-09-23,21725,2
564256,2017-09-23,21907,1
564256,2017-09-23,21908,1
564256,2017-09-23,21905,2
564256,2017-09-23,21495,1
564256,2017-09-23,17012,4
564256,2017-09-23,17012,2
564256,2017-09-23,21162,1
564256,2017-09-23,21158,1
564256,2017-09-23,21165,4
564256,2017-09-23,21163,1
564256,2017-09-23,15056,1
564256,2017-09-23,15056,3
564256,2017-09-23,20679,1
564268,2017-09-23,22111,1
564268,2017-09-23,21624,1
564268,2017-09-23,21621,1
564268,2017-09-23,21623,1
564268,2017-09-23,21955,1
564272,2017-09-23,16014,50
564300,2017-09-23,22030,1
564300,2017-09-23,22097,40
564300,2017-09-23,21584,30
564300,2017-09-23,21577,2
564300,2017-09-23,21584,1
564300,2017-09-23,16046,1
564300,2017-09-23,17003,1
564300,2017-09-23,21591,1
564300,2017-09-23,21586,1
564300,2017-09-23,22083,21
564300,2017-09-23,22090,2
564300,2017-09-23,10125,1
564301,2017-09-23,21888,4
564301,2017-09-23,22197,4
564301,2017-09-23,21889,2
564301,2017-09-23,21507,10
564301,2017-09-23,22028,10
564302,2017-09-23,22115,2
564302,2017-09-23,20984,3
564302,2017-09-23,22161,1
564302,2017-09-23,22173,1
564302,2017-09-23,21262,1
564302,2017-09-23,21802,1
564303,2017-09-23,22149,2
564303,2017-09-23,22147,1
564303,2017-09-23,21974,1
564304,2017-09-23,21115,1
564304,2017-09-23,21155,1
564304,2017-09-23,21623,1
564304,2017-09-23,22170,1
564304,2017-09-23,21156,1
564304,2017-09-23,22094,3
564304,2017-09-23,22093,1
564305,2017-09-23,21877,1
564305,2017-09-23,21210,1
564305,2017-09-23,21212,1
564305,2017-09-23,22083,1
564305,2017-09-23,21746,3
564305,2017-09-23,21481,1
564306,2017-09-23,20679,1
564306,2017-09-23,15056,2
564306,2017-09-23,15056,6
564306,2017-09-23,20754,6
564306,2017-09-23,20752,1
564306,2017-09-23,21843,1
564306,2017-09-23,21280,2
564307,2017-09-23,21992,1
564308,2017-09-23,21088,2
564308,2017-09-23,21084,1
564308,2017-09-23,21394,2
564308,2017-09-23,21395,1
564308,2017-09-23,21650,1
564308,2017-09-23,21528,1
564308,2017-09-23,21243,30
564308,2017-09-23,21244,1
564308,2017-09-23,21845,1
564308,2017-09-23,22091,1
564308,2017-09-23,20972,1
564308,2017-09-23,20971,2
564308,2017-09-23,15056,1
564308,2017-09-23,20679,2
564311,2017-09-23,20713,1
564313,2017-09-23,21977,1
564313,2017-09-23,21212,2
564314,2017-09-23,21955,1
564314,2017-09-23,21411,3
564314,2017-09-23,21624,1
564314,2017-09-23,21408,3
564314,2017-09-23,20971,1
564314,2017-09-23,21650,45
564314,2017-09-23,22091,3
564315,2017-09-23,22028,5
564315,2017-09-23,22271,1
564315,2017-09-23,21791,3
564315,2017-09-23,21790,15
564315,2017-09-23,21003,3
564315,2017-09-23,22197,1
564315,2017-09-23,21430,50
564315,2017-09-23,22139,3
564315,2017-09-23,21929,2
564316,2017-09-23,20727,1
564316,2017-09-23,21930,1
564316,2017-09-23,20914,4
564316,2017-09-23,22131,1
564316,2017-09-23,21791,1
564316,2017-09-23,21790,1
564316,2017-09-23,21708,1
564316,2017-09-23,21709,1
564317,2017-09-23,20984,1
564317,2017-09-23,20972,1
564317,2017-09-23,21485,1
564317,2017-09-23,22114,1
564317,2017-09-23,22111,2
564317,2017-09-23,22113,2
564318,2017-09-23,20831,20
564319,2017-09-23,21165,5
564319,2017-09-23,21164,2
564319,2017-09-23,21907,1
564319,2017-09-23,21402,400
564321,2017-09-23,21035,12
564321,2017-09-23,22178,1
564322,2017-09-23,20724,2
564322,2017-09-23,20727,1
564322,2017-09-23,21211,26
564322,2017-09-23,20750,1
564322,2017-09-23,21641,2
564322,2017-09-23,21650,1
564322,2017-09-23,21642,16
564322,2017-09-23,20985,1
564322,2017-09-23,20992,1
564323,2017-09-23,20713,2
564323,2017-09-23,21928,2
564323,2017-09-23,20712,1
564324,2017-09-23,21703,14
564324,2017-09-23,22116,1
564324,2017-09-23,22100,1
564324,2017-09-23,22097,2
564324,2017-09-23,22098,1
564326,2017-09-23,21463,1
564327,2017-09-23,21931,1
564327,2017-09-23,20713,1
564328,2017-09-23,20719,1
564328,2017-09-23,20712,1
564328,2017-09-23,20713,75
564328,2017-09-23,22176,1
564328,2017-09-23,21121,1
564328,2017-09-23,22244,1
564328,2017-09-23,21244,1
564329,2017-09-23,21232,1
564329,2017-09-23,21843,4
564330,2017-09-23,21154,1
564330,2017-09-23,21733,2
564330,2017-09-23,22189,1
564330,2017-09-23,21154,100
564334,2017-09-23,15056,1
564334,2017-09-23,10133,1
564334,2017-09-23,22197,2
564335,2017-09-23,16014,1
564335,2017-09-23,16015,2
564335,2017-09-23,16016,1
564335,2017-09-23,22179,2
564335,2017-09-23,21586,1
564335,2017-09-23,22115,1
564335,2017-09-23,21172,1
564335,2017-09-23,21179,1
564335,2017-09-23,21164,2
564335,2017-09-23,21034,6
564335,2017-09-23,21220,1
564335,2017-09-23,21624,1
564335,2017-09-23,21733,1
564335,2017-09-23,22216,1
564335,2017-09-23,21986,1
564335,2017-09-23,21900,5
564335,2017-09-23,21980,1
564335,2017-09-23,21982,1
564335,2017-09-23,21967,1
564335,2017-09-23,21481,1
564335,2017-09-23,22111,1
564335,2017-09-23,22113,1
564335,2017-09-23,21621,1
564335,2017-09-23,21625,1
564335,2017-09-23,21626,1
564335,2017-09-23,21980,1
564335,2017-09-23,21985,1
564335,2017-09-23,21981,1
564335,2017-09-23,22097,1
564335,2017-09-23,22096,1
564335,2017-09-23,22091,2
564335,2017-09-23,22092,1
564335,2017-09-23,22217,1
564335,2017-09-23,21754,55
564335,2017-09-23,21755,1
564335,2017-09-23,20713,6
564335,2017-09-23,20711,18
564335,2017-09-23,20719,15
564335,2017-09-23,20723,1
564335,2017-09-23,21034,1
564336,2017-09-23,20702,25
564336,2017-09-23,22271,1
564336,2017-09-23,22273,1
564336,2017-09-23,22274,1
564336,2017-09-23,21479,1
564336,2017-09-23,21162,1
564336,2017-09-23,21163,1
564336,2017-09-23,21158,3
564336,2017-09-23,21179,1
564336,2017-09-23,21731,2
564336,2017-09-23,22149,3
564336,2017-09-23,21830,2
564337,2017-09-23,16259,3
564337,2017-09-23,10125,1
564337,2017-09-23,16011,10
564337,2017-09-23,16237,1
564337,2017-09-23,16238,1
564337,2017-09-23,20992,2
564338,2017-09-23,21559,1
564339,2017-09-23,22219,1
564342,2017-09-23,21882,25
564342,2017-09-23,17003,2
564342,2017-09-23,21174,1
564342,2017-09-23,21394,1
564342,2017-09-23,21163,1
564342,2017-09-23,21650,5
564342,2017-09-23,22093,3
564342,2017-09-23,22131,2
564342,2017-09-23,21530,1
564342,2017-09-23,17003,1
564342,2017-09-23,22099,1
564342,2017-09-23,21365,10
564342,2017-09-23,22131,1
564342,2017-09-23,21650,1
564342,2017-09-23,21884,1
564342,2017-09-23,21882,1
564342,2017-09-23,21880,41
564342,2017-09-23,21883,1
564342,2017-09-23,22097,100
564342,2017-09-23,22099,3
564342,2017-09-23,21373,2
564342,2017-09-23,21650,5
564342,2017-09-23,21889,1
564342,2017-09-23,21172,1
564342,2017-09-23,21915,3
564342,2017-09-23,21914,1
564342,2017-09-23,21703,1
564342,2017-09-23,21967,1
564342,2017-09-23,21703,6
564342,2017-09-23,21174,1
564342,2017-09-23,21306,5
564342,2017-09-23,20971,1
564342,2017-09-23,20869,1
564342,2017-09-23,20868,1
564342,2017-09-23,21374,2
564342,2017-09-23,21327,1
564342,2017-09-23,22086,1
564342,2017-09-23,22083,1
564342,2017-09-23,21163,2
564342,2017-09-23,21212,1
564342,2017-09-23,21213,1
564342,2017-09-23,22131,2
564342,2017-09-23,21213,1
564342,2017-09-23,21212,1
564342,2017-09-23,21975,1
564342,2017-09-23,22132,2
564342,2017-09-23,21900,1
564342,2017-09-23,22142,1
564346,2017-09-23,22095,1
564346,2017-09-23,22093,1
564346,2017-09-23,22094,2
564346,2017-09-23,20658,1
564346,2017-09-23,22091,1
564346,2017-09-23,22096,1
564346,2017-09-23,22099,1
564346,2017-09-23,22097,1
564346,2017-09-23,21163,9
564346,2017-09-23,21162,1
564346,2017-09-23,21179,1
564346,2017-09-23,21158,1
564346,2017-09-23,22098,25
564346,2017-09-23,21231,1
564346,2017-09-23,21311,2
564346,2017-09-23,21368,15
564346,2017-09-23,21367,3
564346,2017-09-23,22197,1
564346,2017-09-23,22295,1
564346,2017-09-23,21718,1
564346,2017-09-23,20751,30
564346,2017-09-23,21078,100
564350,2017-09-23,21158,2
564350,2017-09-23,21159,1
564350,2017-09-23,21162,1
564350,2017-09-23,21163,2
564350,2017-09-23,21179,2
564350,2017-09-23,21382,1
564350,2017-09-23,22268,4
564350,2017-09-23,22286,45
564351,2017-09-23,22150,1
564351,2017-09-23,22149,1
564351,2017-09-23,21704,1
564351,2017-09-23,21915,10
564351,2017-09-23,21977,1
564352,2017-09-23,10133,1
564352,2017-09-23,21222,1
564352,2017-09-23,21221,1
564352,2017-09-23,21220,1
564352,2017-09-23,21790,1
564352,2017-09-23,21791,1
564352,2017-09-23,21915,1
564352,2017-09-23,21914,1
564352,2017-09-23,21892,1
564353,2017-09-23,22191,2
564353,2017-09-23,22192,20
564353,2017-09-23,21498,2
564353,2017-09-23,22045,1
564353,2017-09-23,21495,25
564353,2017-09-23,16161,1
564353,2017-09-23,21519,15
564353,2017-09-23,22030,1
564353,2017-09-23,21452,30
564353,2017-09-23,21914,1
564353,2017-09-23,22302,1
564353,2017-09-23,22303,1
564353,2017-09-23,21704,1
564353,2017-09-23,20971,1
564353,2017-09-23,22150,1
564353,2017-09-23,22147,1
564353,2017-09-23,21524,2
564353,2017-09-23,21523,3
564353,2017-09-23,21137,15
564353,2017-09-23,22113,1
564355,2017-09-23,21380,1
564355,2017-09-23,22296,1
564355,2017-09-23,22161,1
564355,2017-09-23,21878,1
564355,2017-09-23,22212,1
564355,2017-09-23,16156,1
564355,2017-09-23,22147,4
564355,2017-09-23,20969,20
564356,2017-09-23,21668,2
564356,2017-09-23,21650,1
564356,2017-09-23,21673,1
564356,2017-09-23,21672,2
564356,2017-09-23,21671,1
564356,2017-09-23,21670,15
564356,2017-09-23,21704,1
564356,2017-09-23,21372,1
564356,2017-09-23,22094,1
564356,2017-09-23,22093,1
564356,2017-09-23,22099,1
564356,2017-09-23,20713,1
564356,2017-09-23,20728,2
564356,2017-09-23,20728,1
564356,2017-09-23,20727,1
564356,2017-09-23,20726,54
564356,2017-09-23,22084,1
564356,2017-09-23,22083,1
564356,2017-09-23,21931,1
564356,2017-09-23,20971,17
564356,2017-09-23,20724,1
564356,2017-09-23,20725,1
564356,2017-09-23,20712,2
564358,2017-09-23,21473,3
564358,2017-09-23,21269,1
564358,2017-09-23,21622,1
564358,2017-09-23,21621,1
564358,2017-09-23,21624,75
564359,2017-09-23,20914,1
564359,2017-09-23,21116,1
564359,2017-09-23,20713,4
564359,2017-09-23,22080,1
564359,2017-09-23,22079,1
564359,2017-09-23,22077,5
564359,2017-09-23,20725,2
564359,2017-09-23,22173,2
564359,2017-09-23,20726,1
564359,2017-09-23,21936,20
564360,2017-09-23,21232,1
564360,2017-09-23,22077,3
564363,2017-09-23,22111,10
564363,2017-09-23,22113,1
564363,2017-09-23,21481,1
564363,2017-09-23,22112,1
564363,2017-09-23,21485,3
564363,2017-09-23,21479,1
564363,2017-09-23,16156,3
564363,2017-09-23,21497,1
564365,2017-09-23,21749,1
564365,2017-09-23,21080,1
564365,2017-09-23,22090,1
564365,2017-09-23,21210,1
564365,2017-09-23,21669,1
564366,2017-09-24,21535,19
564366,2017-09-24,21533,15
564366,2017-09-24,22294,1
564367,2017-09-24,15056,1
564367,2017-09-24,15056,1
564367,2017-09-24,15056,1
564367,2017-09-24,21683,1
564367,2017-09-24,22139,11
564367,2017-09-24,16014,2
564367,2017-09-24,16016,1
564371,2017-09-24,20725,1
564371,2017-09-24,20726,1
564371,2017-09-24,20727,2
564371,2017-09-24,21928,1
564371,2017-09-24,20728,1
564372,2017-09-24,16048,1
564372,2017-09-24,21933,1
564372,2017-09-24,21932,3
564372,2017-09-24,20750,1
564372,2017-09-24,20749,2
564372,2017-09-24,20679,2
564372,2017-09-24,20725,1
564372,2017-09-24,20728,1
564372,2017-09-24,20727,1
564372,2017-09-24,21936,1
564372,2017-09-24,21218,3
564372,2017-09-24,22027,1
564372,2017-09-24,21509,1
564372,2017-09-24,21507,1
564372,2017-09-24,22024,2
564372,2017-09-24,22028,5
564372,2017-09-24,22029,6
564372,2017-09-24,21207,1
564372,2017-09-24,21205,25
564372,2017-09-24,21204,1
564372,2017-09-24,21731,10
564373,2017-09-24,22138,1
564373,2017-09-24,21888,1
564374,2017-09-24,21756,1
564374,2017-09-24,21755,1
564374,2017-09-24,22189,3
564375,2017-09-24,21463,2
564375,2017-09-24,21464,5
564375,2017-09-24,21755,1
564375,2017-09-24,21523,1
564375,2017-09-24,22107,1
564375,2017-09-24,21832,1
564375,2017-09-24,21519,400
564375,2017-09-24,21871,2
564376,2017-09-24,21390,1
564377,2017-09-24,20934,25
564377,2017-09-24,21621,1
564377,2017-09-24,21703,1
564377,2017-09-24,21790,1
564378,2017-09-24,22040,1
564378,2017-09-24,16169,4
564378,2017-09-24,22222,1
564378,2017-09-24,22214,1
564378,2017-09-24,21500,1
564378,2017-09-24,16161,1
564379,2017-09-24,21874,6
564379,2017-09-24,20713,1
564379,2017-09-24,21944,1
564379,2017-09-24,21098,1
564379,2017-09-24,21174,1
564379,2017-09-24,21907,1
564379,2017-09-24,21260,30
564379,2017-09-24,21731,50
564379,2017-09-24,20754,1
564379,2017-09-24,21733,1
564379,2017-09-24,21519,1
564380,2017-09-24,16218,16
564380,2017-09-24,20996,1
564380,2017-09-24,21159,2
564380,2017-09-24,21163,5
564380,2017-09-24,22161,1
564380,2017-09-24,16237,1
564382,2017-09-24,22112,1
564398,2017-09-24,21733,2
564398,2017-09-24,21746,1
564419,2017-09-24,15039,2
564428,2017-09-24,21993,1
564429,2017-09-24,17012,1
564429,2017-09-24,17091,4
564429,2017-09-24,20984,7
564429,2017-09-24,21373,1
564430,2017-09-24,20713,1
564430,2017-09-24,20711,1
564431,2017-09-24,22114,1
564432,2017-09-24,22111,5
564432,2017-09-24,21524,1
564432,2017-09-24,20754,1
564432,2017-09-24,22138,2
564432,2017-09-24,21164,1
564432,2017-09-24,21481,1
564432,2017-09-24,22114,1
564432,2017-09-24,21137,1
564433,2017-09-24,20750,2
564433,2017-09-24,20749,1
564433,2017-09-24,21055,1
564433,2017-09-24,22179,2
564433,2017-09-24,22138,1
564433,2017-09-24,21621,1
564433,2017-09-24,11001,1
564433,2017-09-24,20726,1
564433,2017-09-24,20727,2
564434,2017-09-24,22173,1
564434,2017-09-24,21770,1
564434,2017-09-24,22178,8
564436,2017-09-24,21982,4
564436,2017-09-24,21984,3
564436,2017-09-24,21985,1
564436,2017-09-24,21986,1
564436,2017-09-24,20724,1
564436,2017-09-24,20728,1
564436,2017-09-24,21114,1
564436,2017-09-24,21811,1
564436,2017-09-24,22066,15
564436,2017-09-24,21232,2
564436,2017-09-24,21172,1
564436,2017-09-24,21908,2
564436,2017-09-24,22197,2
564436,2017-09-24,22222,12
564436,2017-09-24,16016,1
564436,2017-09-24,22278,1
564436,2017-09-24,22174,1
564436,2017-09-24,21381,4
564436,2017-09-24,21629,1
564436,2017-09-24,20829,1
564436,2017-09-24,22219,1
564436,2017-09-24,22131,1
564436,2017-09-24,21123,1
564436,2017-09-24,21976,4
564436,2017-09-24,20754,2
564437,2017-09-24,21558,5
564437,2017-09-24,21559,1
564437,2017-09-24,20726,3
564437,2017-09-24,20727,5
564437,2017-09-24,20719,15
564437,2017-09-24,20723,1
564437,2017-09-24,20724,1
564437,2017-09-24,20717,1
564437,2017-09-24,20718,1
564437,2017-09-24,22300,1
564437,2017-09-24,22301,1
564437,2017-09-24,21985,1
564437,2017-09-24,21982,1
564437,2017-09-24,21983,10
564437,2017-09-24,21981,1
564438,2017-09-24,21931,1
564438,2017-09-24,20712,1
564438,2017-09-24,20713,2
564438,2017-09-24,21770,2
564438,2017-09-24,20725,1
564438,2017-09-24,20728,18
564438,2017-09-24,20726,1
564439,2017-09-24,21215,1
564439,2017-09-24,21213,500
564439,2017-09-24,22193,1
564440,2017-09-24,20749,1
564440,2017-09-24,21135,1
564440,2017-09-24,21380,1
564440,2017-09-24,21172,1
564471,2017-09-24,22081,1
564471,2017-09-24,22082,20
564471,2017-09-24,22080,10
564471,2017-09-24,21210,2
564471,2017-09-24,21156,6
564471,2017-09-24,21080,3
564471,2017-09-24,21086,1
564471,2017-09-24,21094,1
564473,2017-09-24,20728,1
564473,2017-09-24,20727,1
564473,2017-09-24,20725,1
564473,2017-09-24,21495,1
564476,2017-09-24,21671,1
564476,2017-09-24,21213,1
564476,2017-09-24,21212,1
564476,2017-09-24,22189,1
564476,2017-09-24,21340,3
564476,2017-09-24,22178,1
564477,2017-09-24,20749,1
564477,2017-09-24,21340,1
564479,2017-09-24,15056,1
564479,2017-09-24,20679,1
564479,2017-09-24,21731,1
564479,2017-09-24,22197,4
564480,2017-09-24,21903,3
564480,2017-09-24,21162,1
564480,2017-09-24,21248,1
564480,2017-09-24,21163,1
564480,2017-09-24,22212,1
564480,2017-09-24,21311,1
564480,2017-09-24,21306,1
564480,2017-09-24,21523,1
564482,2017-09-24,10133,1
564482,2017-09-24,20984,1
564482,2017-09-24,21179,1
564483,2017-09-24,21987,1
564483,2017-09-24,21086,1
564483,2017-09-24,21088,5
564483,2017-09-24,21988,1
564483,2017-09-24,21094,2
564483,2017-09-24,21096,1
564483,2017-09-24,21989,3
564483,2017-09-24,21080,1
564483,2017-09-24,21291,1
564483,2017-09-24,21289,1
564483,2017-09-24,21288,1
564483,2017-09-24,21292,1
564483,2017-09-24,21058,1
564483,2017-09-24,21060,1
564483,2017-09-24,21062,1
564483,2017-09-24,21063,1
564483,2017-09-24,21061,1
564483,2017-09-24,22138,1
564483,2017-09-24,22123,3
564484,2017-09-24,21500,1
564484,2017-09-24,20685,1
564484,2017-09-24,21931,3
564484,2017-09-24,20711,1
564484,2017-09-24,21326,1
564484,2017-09-24,21933,2
564484,2017-09-24,21932,2
564484,2017-09-24,22189,1
564484,2017-09-24,21263,15
564485,2017-09-24,21770,1
564489,2017-09-24,21955,1
564489,2017-09-24,21928,1
564489,2017-09-24,20713,2
564489,2017-09-24,20712,1
564489,2017-09-24,21931,1
564489,2017-09-24,20725,1
564489,2017-09-24,20728,4
564489,2017-09-24,21787,1
564489,2017-09-24,21786,1
564489,2017-09-24,22139,3
564489,2017-09-24,20750,1
564489,2017-09-24,21448,1
564489,2017-09-24,21242,1
564489,2017-09-24,21243,1
564489,2017-09-24,21244,1
564489,2017-09-24,21238,1
564489,2017-09-24,21239,1
564489,2017-09-24,21240,2
564495,2017-09-24,21528,1
564495,2017-09-24,21534,1
564495,2017-09-24,22077,2
564495,2017-09-24,22201,1
564495,2017-09-24,22204,3
564496,2017-09-24,22178,5
564496,2017-09-24,21874,1
564496,2017-09-24,21519,3
564496,2017-09-24,22083,1
564496,2017-09-24,22170,1
564496,2017-09-24,22151,1
564496,2017-09-24,22175,1
564503,2017-09-24,22141,1
564503,2017-09-24,20971,4
564503,2017-09-24,21786,1
564503,2017-09-24,21471,1
564503,2017-09-24,22189,1
564503,2017-09-24,16238,2
564507,2017-09-24,22083,1
564507,2017-09-24,22197,2
564507,2017-09-24,21080,1
564507,2017-09-24,22090,10
564507,2017-09-24,21086,1
564507,2017-09-24,21094,1
564510,2017-09-24,10133,40
564510,2017-09-24,17012,5
564510,2017-09-24,20984,6
564510,2017-09-24,21090,1
564510,2017-09-24,21311,5
564510,2017-09-24,21394,2
564510,2017-09-24,21400,1
564510,2017-09-24,21793,1
564510,2017-09-24,21845,1
564510,2017-09-24,21992,2
564510,2017-09-24,21932,1
564510,2017-09-24,22092,1
564510,2017-09-24,22093,1
564510,2017-09-24,22091,1
564510,2017-09-24,22096,1
564510,2017-09-24,22097,1
564510,2017-09-24,22115,3
564510,2017-09-24,22208,1
564510,2017-09-24,22209,15
564510,2017-09-24,21985,2
564516,2017-09-24,20676,1
564516,2017-09-24,20685,1
564516,2017-09-24,20711,2
564516,2017-09-24,20712,10
564516,2017-09-24,20713,1
564516,2017-09-24,20718,1
564516,2017-09-24,20765,18
564516,2017-09-24,21035,3
564516,2017-09-24,21078,1
564516,2017-09-24,21080,2
564516,2017-09-24,21116,16
564516,2017-09-24,21174,2
564516,2017-09-24,21206,6
564516,2017-09-24,21218,1
564516,2017-09-24,21411,1
564516,2017-09-24,21424,2
564516,2017-09-24,21426,1
564516,2017-09-24,21430,2
564516,2017-09-24,21557,1
564516,2017-09-24,21559,10
564516,2017-09-24,21731,51
564516,2017-09-24,21876,25
564516,2017-09-24,21928,1
564516,2017-09-24,21930,3
564516,2017-09-24,21931,2
564516,2017-09-24,21935,2
564516,2017-09-24,21936,1
564516,2017-09-24,22077,1
564516,2017-09-24,22086,1
564516,2017-09-24,22090,3
564516,2017-09-24,22131,1
564516,2017-09-24,22173,1
564516,2017-09-24,22195,1
564516,2017-09-24,22212,1
564526,2017-09-24,21137,35
564526,2017-09-24,20723,2
564526,2017-09-24,21231,1
564526,2017-09-24,21232,1
564526,2017-09-24,20724,12
564526,2017-09-24,21213,1
564526,2017-09-24,21172,1
564530,2017-09-24,21172,3
564530,2017-09-24,21116,45
564530,2017-09-24,20682,5
564530,2017-09-24,21899,1
564530,2017-09-24,21900,1
564530,2017-09-24,21901,1
564530,2017-09-24,21561,1
564530,2017-09-24,21452,13
564531,2017-09-24,22110,1
564531,2017-09-24,21484,2
564531,2017-09-24,21430,1
564531,2017-09-24,21703,1
564531,2017-09-24,21584,1
564531,2017-09-24,21485,5
564531,2017-09-24,21429,2
564531,2017-09-24,21249,4
564531,2017-09-24,21576,1
564531,2017-09-24,21577,1
564531,2017-09-24,21754,1
564532,2017-09-24,21136,2
564532,2017-09-24,22082,1
564534,2017-09-24,21916,2
564534,2017-09-24,21220,1
564534,2017-09-24,21210,1
564534,2017-09-24,21165,30
564534,2017-09-24,21034,1
564534,2017-09-24,22084,1
564535,2017-09-24,22171,2
564535,2017-09-24,22178,1
564535,2017-09-24,22189,10
564535,2017-09-24,21916,10
564536,2017-09-24,22191,2
564536,2017-09-24,22138,1
564536,2017-09-24,21715,30
564536,2017-09-24,21878,1
564536,2017-09-24,21789,3
564536,2017-09-24,21788,1
564536,2017-09-24,21756,1
564536,2017-09-24,21479,3
564536,2017-09-24,21481,1
564536,2017-09-24,17003,1
564536,2017-09-24,22197,1
564536,2017-09-24,22077,4
564536,2017-09-24,21912,17
564536,2017-09-24,21770,5
564536,2017-09-24,21830,2
564536,2017-09-24,21469,1
564536,2017-09-24,21754,1
564536,2017-09-24,22191,1
564537,2017-09-24,20728,1
564537,2017-09-24,20828,1
564537,2017-09-24,20727,1
564537,2017-09-24,20726,1
564537,2017-09-24,20712,2
564537,2017-09-24,22178,1
564537,2017-09-24,21012,5
564539,2017-09-24,20718,1
564539,2017-09-24,20724,1
564539,2017-09-24,20719,2
564539,2017-09-24,20712,1
564539,2017-09-24,20713,1
564539,2017-09-24,21731,1
564539,2017-09-24,21981,5
564539,2017-09-24,21933,1
564540,2017-09-24,21351,1
564540,2017-09-24,21429,5
564540,2017-09-24,21591,20
564540,2017-09-24,22099,1
564540,2017-09-24,22097,1
564541,2017-09-24,15056,2
564541,2017-09-24,22112,1
564541,2017-09-24,22028,1
564541,2017-09-24,22123,2
564542,2017-09-24,21931,1
564542,2017-09-24,20725,2
564544,2017-09-24,22098,1
564544,2017-09-24,21115,1
564544,2017-09-24,22041,2
564544,2017-09-24,21098,1
564544,2017-09-24,21263,2
564551,2017-09-24,20914,1
564551,2017-09-24,22114,1
564552,2017-09-24,21154,1
564552,2017-09-24,21218,1
564552,2017-09-24,20754,1
564552,2017-09-24,22312,1
564552,2017-09-24,17091,1
564552,2017-09-24,20615,1
564552,2017-09-24,21179,1
564552,2017-09-24,15036,2
564552,2017-09-24,15034,10
564552,2017-09-24,21930,25
564552,2017-09-24,20750,1
564552,2017-09-24,21499,10
564552,2017-09-24,21498,1
564552,2017-09-24,21495,1
564552,2017-09-24,16161,1
564552,2017-09-24,21843,1
564552,2017-09-24,21035,1
564553,2017-09-24,21927,1
564553,2017-09-24,21845,1
564553,2017-09-24,21096,1
564553,2017-09-24,21088,3
564553,2017-09-24,22131,1
564553,2017-09-24,21793,1
564554,2017-09-24,22027,1
564554,2017-09-24,22024,1
